1,inst_24965,machine_2
1,inst_46361,machine_2
1,inst_80198,machine_2
1,inst_11790,machine_2
1,inst_42260,machine_2
1,inst_96726,machine_2
1,inst_85119,machine_2
1,inst_74882,machine_2
1,inst_15886,machine_2
1,inst_96065,machine_2
1,inst_96567,machine_2
1,inst_17857,machine_2
1,inst_73278,machine_2
1,inst_64531,machine_2
1,inst_60357,machine_2
1,inst_85521,machine_2
1,inst_58568,machine_6
1,inst_67459,machine_2
1,inst_10022,machine_6
1,inst_55426,machine_2
1,inst_24602,machine_6
1,inst_40598,machine_6
1,inst_98326,machine_6
1,inst_57266,machine_6
1,inst_8341,machine_6
1,inst_78230,machine_6
1,inst_13923,machine_6
1,inst_75204,machine_6
1,inst_38813,machine_6
1,inst_76490,machine_6
1,inst_78304,machine_6
1,inst_99197,machine_6
1,inst_67716,machine_6
1,inst_94661,machine_6
1,inst_95073,machine_6
1,inst_4979,machine_6
1,inst_38270,machine_6
1,inst_17044,machine_6
1,inst_3186,machine_6
1,inst_43673,machine_7
1,inst_30801,machine_7
1,inst_99575,machine_7
1,inst_23751,machine_7
1,inst_97985,machine_7
1,inst_61337,machine_7
1,inst_93991,machine_7
1,inst_89565,machine_8
1,inst_8689,machine_7
1,inst_47975,machine_8
1,inst_39908,machine_7
1,inst_35145,machine_7
1,inst_97971,machine_7
1,inst_1958,machine_7
1,inst_95341,machine_7
1,inst_26925,machine_7
1,inst_91444,machine_7
1,inst_24641,machine_7
1,inst_76729,machine_7
1,inst_11918,machine_7
1,inst_86320,machine_8
1,inst_1377,machine_7
1,inst_50416,machine_8
1,inst_24449,machine_8
1,inst_60865,machine_8
1,inst_10270,machine_8
1,inst_28821,machine_8
1,inst_92000,machine_9
1,inst_85764,machine_8
1,inst_84768,machine_8
1,inst_95363,machine_8
1,inst_47691,machine_8
1,inst_96689,machine_9
1,inst_70870,machine_8
1,inst_985,machine_8
1,inst_89781,machine_8
1,inst_31934,machine_8
1,inst_96518,machine_9
1,inst_64261,machine_9
1,inst_16011,machine_9
1,inst_49523,machine_9
1,inst_75434,machine_9
1,inst_48679,machine_9
1,inst_41366,machine_9
1,inst_66348,machine_9
1,inst_95556,machine_9
1,inst_14493,machine_9
1,inst_99303,machine_9
1,inst_91267,machine_9
1,inst_76368,machine_9
1,inst_13697,machine_9
1,inst_44653,machine_9
1,inst_16560,machine_9
1,inst_39254,machine_9
1,inst_40390,machine_9
1,inst_39669,machine_10
1,inst_82568,machine_9
1,inst_30499,machine_10
1,inst_61039,machine_9
1,inst_15539,machine_9
1,inst_29631,machine_10
1,inst_31668,machine_9
1,inst_49680,machine_10
1,inst_95094,machine_10
1,inst_62185,machine_10
1,inst_3277,machine_10
1,inst_28655,machine_10
1,inst_84655,machine_10
1,inst_26116,machine_10
1,inst_48067,machine_10
1,inst_43239,machine_11
1,inst_38622,machine_10
1,inst_69136,machine_11
1,inst_57997,machine_11
1,inst_89044,machine_11
1,inst_9035,machine_11
1,inst_44676,machine_11
1,inst_27855,machine_11
1,inst_28737,machine_11
1,inst_98376,machine_11
1,inst_56944,machine_11
1,inst_39570,machine_11
1,inst_71676,machine_11
1,inst_61044,machine_11
1,inst_84059,machine_11
1,inst_1124,machine_11
1,inst_73913,machine_11
1,inst_40404,machine_11
1,inst_96642,machine_11
1,inst_99524,machine_11
1,inst_61127,machine_11
1,inst_34952,machine_13
1,inst_56498,machine_11
1,inst_65967,machine_13
1,inst_83933,machine_13
1,inst_16223,machine_13
1,inst_11473,machine_13
1,inst_10561,machine_13
1,inst_97462,machine_13
1,inst_32399,machine_13
1,inst_48618,machine_13
1,inst_31945,machine_13
1,inst_70543,machine_13
1,inst_94882,machine_13
1,inst_78462,machine_13
1,inst_42093,machine_13
1,inst_63550,machine_13
1,inst_89708,machine_13
1,inst_51187,machine_13
1,inst_95927,machine_13
1,inst_18912,machine_13
1,inst_26213,machine_16
1,inst_71516,machine_16
1,inst_5431,machine_16
1,inst_39883,machine_13
1,inst_67738,machine_16
1,inst_46650,machine_16
1,inst_34929,machine_16
1,inst_80207,machine_16
1,inst_91504,machine_16
1,inst_12785,machine_16
1,inst_83259,machine_16
1,inst_96097,machine_16
1,inst_41676,machine_16
1,inst_36567,machine_16
1,inst_25591,machine_16
1,inst_33996,machine_16
1,inst_61799,machine_16
1,inst_37779,machine_16
1,inst_76518,machine_17
1,inst_84228,machine_17
1,inst_85184,machine_16
1,inst_86779,machine_17
1,inst_94994,machine_17
1,inst_43808,machine_17
1,inst_1870,machine_17
1,inst_93382,machine_17
1,inst_94857,machine_17
1,inst_63522,machine_17
1,inst_16319,machine_17
1,inst_73065,machine_17
1,inst_68801,machine_17
1,inst_10247,machine_19
1,inst_48842,machine_17
1,inst_79871,machine_17
1,inst_76916,machine_17
1,inst_16493,machine_19
1,inst_80134,machine_19
1,inst_8534,machine_19
1,inst_46951,machine_19
1,inst_51137,machine_19
1,inst_97282,machine_19
1,inst_39692,machine_19
1,inst_89640,machine_19
1,inst_88713,machine_20
1,inst_77904,machine_19
1,inst_65679,machine_19
1,inst_2760,machine_20
1,inst_13582,machine_20
1,inst_74877,machine_19
1,inst_75328,machine_19
1,inst_456,machine_19
1,inst_4995,machine_19
1,inst_52189,machine_19
1,inst_77851,machine_24
1,inst_60353,machine_19
1,inst_21085,machine_20
1,inst_61854,machine_19
1,inst_91161,machine_24
1,inst_62636,machine_20
1,inst_80336,machine_20
1,inst_73861,machine_20
1,inst_35841,machine_20
1,inst_43675,machine_24
1,inst_73575,machine_20
1,inst_27824,machine_20
1,inst_42491,machine_20
1,inst_52110,machine_20
1,inst_88647,machine_20
1,inst_38647,machine_20
1,inst_10781,machine_20
1,inst_20927,machine_20
1,inst_9072,machine_24
1,inst_31769,machine_25
1,inst_24357,machine_20
1,inst_93989,machine_24
1,inst_12488,machine_20
1,inst_85593,machine_20
1,inst_37715,machine_20
1,inst_52306,machine_24
1,inst_99111,machine_20
1,inst_29673,machine_20
1,inst_33878,machine_24
1,inst_6452,machine_24
1,inst_8731,machine_26
1,inst_43897,machine_24
1,inst_98539,machine_20
1,inst_76012,machine_25
1,inst_51095,machine_20
1,inst_56116,machine_24
1,inst_64949,machine_26
1,inst_92127,machine_24
1,inst_31316,machine_24
1,inst_14199,machine_24
1,inst_27030,machine_24
1,inst_66646,machine_24
1,inst_71672,machine_25
1,inst_99200,machine_26
1,inst_59730,machine_24
1,inst_78314,machine_24
1,inst_1276,machine_24
1,inst_53742,machine_26
1,inst_65266,machine_26
1,inst_63177,machine_26
1,inst_37209,machine_25
1,inst_55753,machine_24
1,inst_55931,machine_26
1,inst_97888,machine_28
1,inst_26085,machine_28
1,inst_67662,machine_26
1,inst_79306,machine_24
1,inst_59299,machine_25
1,inst_48922,machine_26
1,inst_86836,machine_25
1,inst_68935,machine_26
1,inst_61514,machine_25
1,inst_71853,machine_28
1,inst_6549,machine_28
1,inst_80654,machine_25
1,inst_72596,machine_26
1,inst_12431,machine_25
1,inst_69009,machine_28
1,inst_84531,machine_25
1,inst_96996,machine_29
1,inst_94496,machine_28
1,inst_61255,machine_28
1,inst_4003,machine_25
1,inst_20450,machine_26
1,inst_24534,machine_29
1,inst_75033,machine_25
1,inst_62300,machine_25
1,inst_76364,machine_25
1,inst_32996,machine_25
1,inst_45180,machine_29
1,inst_96634,machine_29
1,inst_73430,machine_25
1,inst_24330,machine_29
1,inst_47767,machine_25
1,inst_54159,machine_29
1,inst_62631,machine_29
1,inst_65707,machine_29
1,inst_80090,machine_29
1,inst_78878,machine_29
1,inst_68398,machine_29
1,inst_28686,machine_29
1,inst_16827,machine_29
1,inst_47981,machine_32
1,inst_98481,machine_29
1,inst_40252,machine_29
1,inst_70715,machine_32
1,inst_54295,machine_29
1,inst_30086,machine_29
1,inst_75479,machine_29
1,inst_2412,machine_29
1,inst_65225,machine_29
1,inst_50692,machine_29
1,inst_28745,machine_32
1,inst_39430,machine_32
1,inst_48575,machine_32
1,inst_69333,machine_32
1,inst_4593,machine_32
1,inst_75702,machine_32
1,inst_57161,machine_32
1,inst_27107,machine_33
1,inst_42355,machine_32
1,inst_40845,machine_32
1,inst_53155,machine_32
1,inst_85136,machine_32
1,inst_32400,machine_33
1,inst_5544,machine_32
1,inst_70,machine_32
1,inst_93236,machine_33
1,inst_93579,machine_32
1,inst_39682,machine_32
1,inst_53105,machine_32
1,inst_98351,machine_32
1,inst_52001,machine_34
1,inst_6453,machine_33
1,inst_78467,machine_32
1,inst_20491,machine_34
1,inst_38957,machine_32
1,inst_20268,machine_32
1,inst_83405,machine_32
1,inst_72568,machine_33
1,inst_25568,machine_32
1,inst_11062,machine_33
1,inst_30097,machine_34
1,inst_89641,machine_33
1,inst_45489,machine_33
1,inst_59965,machine_33
1,inst_11174,machine_33
1,inst_36339,machine_33
1,inst_71747,machine_33
1,inst_37796,machine_32
1,inst_49944,machine_32
1,inst_27546,machine_33
1,inst_6958,machine_33
1,inst_67905,machine_33
1,inst_6301,machine_34
1,inst_90008,machine_35
1,inst_41543,machine_33
1,inst_81741,machine_34
1,inst_56165,machine_33
1,inst_61200,machine_33
1,inst_25148,machine_33
1,inst_26401,machine_34
1,inst_31114,machine_33
1,inst_98710,machine_34
1,inst_28072,machine_37
1,inst_54279,machine_34
1,inst_64148,machine_34
1,inst_4635,machine_34
1,inst_86181,machine_35
1,inst_99804,machine_34
1,inst_41161,machine_34
1,inst_38000,machine_35
1,inst_58559,machine_34
1,inst_13565,machine_34
1,inst_37893,machine_34
1,inst_57322,machine_37
1,inst_29393,machine_35
1,inst_25309,machine_34
1,inst_60248,machine_34
1,inst_34130,machine_34
1,inst_2606,machine_35
1,inst_29919,machine_37
1,inst_42791,machine_35
