1,inst_66107,machine_2
1,inst_28826,machine_2
1,inst_5117,machine_2
1,inst_351,machine_2
1,inst_87612,machine_2
1,inst_98134,machine_2
1,inst_7495,machine_2
1,inst_91182,machine_2
1,inst_74159,machine_6
1,inst_91424,machine_6
1,inst_28856,machine_6
1,inst_231,machine_6
1,inst_74988,machine_6
1,inst_89271,machine_2
1,inst_23183,machine_6
1,inst_52756,machine_8
1,inst_82321,machine_8
1,inst_7752,machine_6
1,inst_14502,machine_10
1,inst_1459,machine_8
1,inst_31544,machine_8
1,inst_65153,machine_10
1,inst_70407,machine_10
1,inst_50003,machine_10
1,inst_37153,machine_10
1,inst_37467,machine_10
1,inst_94001,machine_13
1,inst_99905,machine_13
1,inst_5160,machine_13
1,inst_24373,machine_13
1,inst_26286,machine_16
1,inst_909,machine_13
1,inst_47774,machine_17
1,inst_41678,machine_16
1,inst_13528,machine_16
1,inst_3788,machine_16
1,inst_84169,machine_17
1,inst_12463,machine_16
1,inst_36126,machine_16
1,inst_51037,machine_17
1,inst_98218,machine_19
1,inst_68488,machine_19
1,inst_5437,machine_19
1,inst_24310,machine_19
1,inst_96824,machine_19
1,inst_65406,machine_19
1,inst_47636,machine_19
1,inst_1143,machine_4
1,inst_34468,machine_20
1,inst_62750,machine_20
1,inst_75583,machine_20
1,inst_29363,machine_20
1,inst_63922,machine_21
1,inst_81745,machine_20
1,inst_53864,machine_20
1,inst_50025,machine_21
1,inst_97036,machine_23
1,inst_62970,machine_21
1,inst_40302,machine_20
1,inst_76777,machine_27
1,inst_86050,machine_20
1,inst_68027,machine_21
1,inst_63440,machine_21
1,inst_35495,machine_23
1,inst_55810,machine_23
1,inst_99249,machine_27
1,inst_65671,machine_21
1,inst_35251,machine_21
1,inst_17223,machine_23
1,inst_79495,machine_27
1,inst_6210,machine_28
1,inst_60982,machine_28
1,inst_67404,machine_28
1,inst_21411,machine_28
1,inst_40118,machine_28
1,inst_31090,machine_39
1,inst_35117,machine_39
1,inst_46023,machine_4
1,inst_2521,machine_39
1,inst_36502,machine_28
1,inst_48589,machine_4
1,inst_46028,machine_4
1,inst_46702,machine_42
1,inst_49887,machine_28
1,inst_26194,machine_42
1,inst_33685,machine_42
1,inst_45209,machine_42
1,inst_84787,machine_45
1,inst_87339,machine_16
1,inst_45749,machine_42
1,inst_13613,machine_4
1,inst_3053,machine_42
1,inst_40329,machine_42
1,inst_52419,machine_45
1,inst_51052,machine_45
1,inst_19454,machine_42
1,inst_48565,machine_47
1,inst_78375,machine_47
1,inst_62980,machine_47
1,inst_57862,machine_47
1,inst_20269,machine_47
1,inst_46437,machine_49
1,inst_47994,machine_49
1,inst_68349,machine_49
1,inst_82600,machine_49
1,inst_71035,machine_49
1,inst_82264,machine_51
1,inst_19147,machine_51
1,inst_55707,machine_51
1,inst_30979,machine_51
1,inst_70250,machine_51
1,inst_90150,machine_51
1,inst_99319,machine_54
1,inst_67610,machine_51
1,inst_86541,machine_54
1,inst_33466,machine_54
1,inst_63025,machine_53
1,inst_62379,machine_53
1,inst_95015,machine_56
1,inst_16211,machine_56
1,inst_48421,machine_54
1,inst_57237,machine_54
1,inst_24434,machine_56
1,inst_94352,machine_54
1,inst_93169,machine_57
1,inst_44258,machine_56
1,inst_66373,machine_57
1,inst_42637,machine_54
1,inst_30489,machine_57
1,inst_22822,machine_57
1,inst_93149,machine_57
1,inst_12673,machine_57
1,inst_51937,machine_61
1,inst_90547,machine_57
1,inst_44103,machine_61
1,inst_83221,machine_57
1,inst_3411,machine_61
1,inst_27210,machine_62
1,inst_78509,machine_62
1,inst_86724,machine_62
1,inst_39511,machine_62
1,inst_30025,machine_62
1,inst_12698,machine_62
1,inst_52584,machine_62
1,inst_94017,machine_66
1,inst_11595,machine_66
1,inst_62392,machine_66
1,inst_50180,machine_66
1,inst_46252,machine_66
1,inst_57764,machine_57
1,inst_76875,machine_66
1,inst_61902,machine_58
1,inst_30377,machine_66
1,inst_95849,machine_66
1,inst_17268,machine_67
1,inst_12723,machine_67
1,inst_48685,machine_67
1,inst_96814,machine_67
1,inst_54993,machine_68
1,inst_23131,machine_67
1,inst_32296,machine_67
1,inst_62541,machine_66
1,inst_75200,machine_68
1,inst_54194,machine_68
1,inst_69505,machine_68
1,inst_86281,machine_69
1,inst_51120,machine_68
1,inst_44181,machine_69
1,inst_37470,machine_69
1,inst_10573,machine_69
1,inst_91834,machine_69
1,inst_97191,machine_69
1,inst_24121,machine_70
1,inst_64095,machine_69
1,inst_63592,machine_70
1,inst_32774,machine_70
1,inst_25751,machine_70
1,inst_74381,machine_65
1,inst_17281,machine_76
1,inst_47397,machine_70
1,inst_66893,machine_76
1,inst_35802,machine_76
1,inst_19267,machine_76
1,inst_94349,machine_76
1,inst_16619,machine_77
1,inst_48403,machine_77
1,inst_52778,machine_77
1,inst_97568,machine_77
1,inst_74290,machine_70
1,inst_83367,machine_77
1,inst_56252,machine_76
1,inst_38460,machine_69
1,inst_84597,machine_77
1,inst_67520,machine_79
1,inst_19047,machine_79
1,inst_33757,machine_79
1,inst_23412,machine_88
1,inst_86031,machine_79
1,inst_38917,machine_88
1,inst_36266,machine_88
1,inst_80895,machine_88
1,inst_94593,machine_88
1,inst_99837,machine_93
1,inst_95188,machine_88
1,inst_25157,machine_88
1,inst_78004,machine_93
1,inst_590,machine_88
1,inst_7762,machine_93
1,inst_70399,machine_93
1,inst_73429,machine_93
1,inst_60193,machine_93
1,inst_92389,machine_95
1,inst_61447,machine_95
1,inst_69469,machine_95
1,inst_22112,machine_69
1,inst_8557,machine_95
1,inst_60586,machine_99
1,inst_77900,machine_99
1,inst_727,machine_99
1,inst_50185,machine_105
1,inst_21615,machine_95
1,inst_57152,machine_106
1,inst_45023,machine_99
1,inst_83612,machine_69
1,inst_98012,machine_105
1,inst_86969,machine_105
1,inst_61409,machine_75
1,inst_72302,machine_69
1,inst_17891,machine_105
1,inst_74898,machine_95
1,inst_94738,machine_105
1,inst_94105,machine_106
1,inst_88505,machine_106
1,inst_67499,machine_106
1,inst_89415,machine_106
1,inst_48967,machine_109
1,inst_25374,machine_114
1,inst_50549,machine_105
1,inst_46826,machine_109
1,inst_75179,machine_109
1,inst_6141,machine_106
1,inst_56862,machine_114
1,inst_25989,machine_116
1,inst_70232,machine_122
1,inst_11018,machine_122
1,inst_15671,machine_114
1,inst_69231,machine_114
1,inst_58096,machine_114
1,inst_84130,machine_116
1,inst_81863,machine_114
1,inst_72429,machine_114
1,inst_75220,machine_69
1,inst_43733,machine_113
1,inst_62956,machine_124
1,inst_43173,machine_124
1,inst_61536,machine_101
1,inst_37628,machine_116
1,inst_43399,machine_124
1,inst_24081,machine_125
1,inst_43568,machine_125
1,inst_8755,machine_116
1,inst_65313,machine_125
1,inst_54941,machine_122
1,inst_69817,machine_125
1,inst_11101,machine_125
1,inst_30134,machine_126
1,inst_79867,machine_125
1,inst_60147,machine_126
1,inst_51843,machine_126
1,inst_369,machine_126
1,inst_88434,machine_128
1,inst_4996,machine_126
1,inst_44524,machine_113
1,inst_14314,machine_128
1,inst_49676,machine_128
1,inst_51798,machine_126
1,inst_26988,machine_126
1,inst_73839,machine_128
1,inst_11763,machine_128
1,inst_41369,machine_133
1,inst_83033,machine_128
1,inst_77608,machine_133
1,inst_9439,machine_133
1,inst_22008,machine_133
1,inst_68847,machine_133
1,inst_26093,machine_133
1,inst_80817,machine_135
1,inst_35583,machine_135
1,inst_91916,machine_135
1,inst_86784,machine_135
1,inst_77151,machine_148
1,inst_50366,machine_135
1,inst_71792,machine_148
1,inst_52048,machine_148
1,inst_93832,machine_148
1,inst_76521,machine_148
1,inst_82087,machine_148
1,inst_73996,machine_151
1,inst_27521,machine_151
1,inst_81079,machine_151
1,inst_11637,machine_151
1,inst_91360,machine_151
1,inst_90977,machine_160
1,inst_77838,machine_160
1,inst_71027,machine_160
1,inst_90689,machine_162
1,inst_57557,machine_160
1,inst_2326,machine_160
1,inst_6783,machine_160
1,inst_78926,machine_162
1,inst_93377,machine_160
1,inst_58641,machine_162
1,inst_43641,machine_160
1,inst_11961,machine_162
1,inst_33329,machine_163
1,inst_74329,machine_162
1,inst_13047,machine_164
1,inst_91481,machine_163
1,inst_88507,machine_163
1,inst_4297,machine_163
1,inst_423,machine_162
1,inst_40463,machine_164
1,inst_50360,machine_170
1,inst_59899,machine_170
1,inst_19115,machine_170
1,inst_97996,machine_172
1,inst_40004,machine_121
1,inst_15654,machine_170
1,inst_21203,machine_164
1,inst_13501,machine_170
1,inst_24899,machine_172
1,inst_51169,machine_127
1,inst_66881,machine_173
1,inst_43336,machine_172
1,inst_86036,machine_173
1,inst_40925,machine_170
1,inst_45848,machine_173
1,inst_70982,machine_180
1,inst_79262,machine_180
1,inst_8819,machine_173
1,inst_53404,machine_170
1,inst_71506,machine_121
1,inst_81183,machine_180
1,inst_90187,machine_180
1,inst_40926,machine_180
1,inst_55559,machine_183
1,inst_62262,machine_183
1,inst_95717,machine_183
1,inst_62331,machine_187
1,inst_25759,machine_183
1,inst_89948,machine_187
1,inst_31454,machine_187
1,inst_79653,machine_187
1,inst_42110,machine_197
1,inst_8830,machine_180
1,inst_58978,machine_183
1,inst_13162,machine_197
1,inst_41624,machine_197
1,inst_5172,machine_197
